trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type
Rt10AMTrp1,05:42:00,05:42:00,0,1,La Crescent from Downtown (Outbound),,
Rt10AMTrp1,05:45:00,05:45:00,424,2,La Crescent from Downtown (Outbound),,
Rt10AMTrp1,05:55:00,05:55:00,426,3,La Crescent from Downtown (Outbound),,
Rt10AMTrp1,05:57:00,05:57:00,427,4,La Crescent from Downtown (Outbound),,
Rt10AMTrp1,06:00:00,06:00:00,428,5,La Crescent from Downtown (Outbound),,
Rt10AMTrp1,06:03:00,06:03:00,430,6,La Crescent from Downtown (Outbound),,
Rt10AMTrp1,06:05:00,06:05:00,444,7,La Crescent from Downtown (Outbound),,
Rt10AMTrp1,06:08:00,06:08:00,432,8,La Crescent from Downtown (Outbound),,
Rt10AMTrp1,06:11:00,06:11:00,433,9,La Crescent from Downtown (Outbound),,
Rt10AMTrp1,06:12:00,06:12:00,434,10,Downtown from La Crescent (Inbound),,
Rt10AMTrp1,06:17:00,06:17:00,425,11,Downtown from La Crescent (Inbound),,
Rt10AMTrp1,06:22:00,06:22:00,435,12,Downtown from La Crescent (Inbound),,
Rt10AMTrp1,06:30:00,06:30:00,0,13,Downtown from La Crescent (Inbound),,
Rt10AMTrp2,06:42:00,06:42:00,0,1,La Crescent from Downtown (Outbound),,
Rt10AMTrp2,06:45:00,06:45:00,424,2,La Crescent from Downtown (Outbound),,
Rt10AMTrp2,06:55:00,06:55:00,426,3,La Crescent from Downtown (Outbound),,
Rt10AMTrp2,06:57:00,06:57:00,427,4,La Crescent from Downtown (Outbound),,
Rt10AMTrp2,07:00:00,07:00:00,428,5,La Crescent from Downtown (Outbound),,
Rt10AMTrp2,07:03:00,07:03:00,430,6,La Crescent from Downtown (Outbound),,
Rt10AMTrp2,07:05:00,07:05:00,444,7,La Crescent from Downtown (Outbound),,
Rt10AMTrp2,07:08:00,07:08:00,432,8,La Crescent from Downtown (Outbound),,
Rt10AMTrp2,07:11:00,07:11:00,433,9,La Crescent from Downtown (Outbound),,
Rt10AMTrp2,07:12:00,07:12:00,434,10,Downtown from La Crescent (Inbound),,
Rt10AMTrp2,07:17:00,07:17:00,425,11,Downtown from La Crescent (Inbound),,
Rt10AMTrp2,07:22:00,07:22:00,435,12,Downtown from La Crescent (Inbound),,
Rt10AMTrp2,07:30:00,07:30:00,0,13,Downtown from La Crescent (Inbound),,
Rt10AMTrp3,07:42:00,07:42:00,0,1,La Crescent from Downtown (Outbound),,
Rt10AMTrp3,07:45:00,07:45:00,424,2,La Crescent from Downtown (Outbound),,
Rt10AMTrp3,07:55:00,07:55:00,426,3,La Crescent from Downtown (Outbound),,
Rt10AMTrp3,07:57:00,07:57:00,427,4,La Crescent from Downtown (Outbound),,
Rt10AMTrp3,08:00:00,08:00:00,428,5,La Crescent from Downtown (Outbound),,
Rt10AMTrp3,08:03:00,08:03:00,430,6,La Crescent from Downtown (Outbound),,
Rt10AMTrp3,08:05:00,08:05:00,444,7,La Crescent from Downtown (Outbound),,
Rt10AMTrp3,08:08:00,08:08:00,432,8,La Crescent from Downtown (Outbound),,
Rt10AMTrp3,08:11:00,08:11:00,433,9,La Crescent from Downtown (Outbound),,
Rt10AMTrp3,08:12:00,08:12:00,434,10,Downtown from La Crescent (Inbound),,
Rt10AMTrp3,08:17:00,08:17:00,425,11,Downtown from La Crescent (Inbound),,
Rt10AMTrp3,08:22:00,08:22:00,435,12,Downtown from La Crescent (Inbound),,
Rt10AMTrp3,08:30:00,08:30:00,0,13,Downtown from La Crescent (Inbound),,
Rt10AMTrp4,08:42:00,08:42:00,0,1,La Crescent from Downtown (Outbound),,
Rt10AMTrp4,08:45:00,08:45:00,424,2,La Crescent from Downtown (Outbound),,
Rt10AMTrp4,08:55:00,08:55:00,426,3,La Crescent from Downtown (Outbound),,
Rt10AMTrp4,08:57:00,08:57:00,427,4,La Crescent from Downtown (Outbound),,
Rt10AMTrp4,09:00:00,09:00:00,428,5,La Crescent from Downtown (Outbound),,
Rt10AMTrp4,09:03:00,09:03:00,430,6,La Crescent from Downtown (Outbound),,
Rt10AMTrp4,09:05:00,09:05:00,444,7,La Crescent from Downtown (Outbound),,
Rt10AMTrp4,09:08:00,09:08:00,432,8,La Crescent from Downtown (Outbound),,
Rt10AMTrp4,09:11:00,09:11:00,433,9,La Crescent from Downtown (Outbound),,
Rt10AMTrp4,09:12:00,09:12:00,434,10,Downtown from La Crescent (Inbound),,
Rt10AMTrp4,09:17:00,09:17:00,425,11,Downtown from La Crescent (Inbound),,
Rt10AMTrp4,09:22:00,09:22:00,435,12,Downtown from La Crescent (Inbound),,
Rt10AMTrp4,09:30:00,09:30:00,0,13,Downtown from La Crescent (Inbound),,
Rt10AMTrp5,09:42:00,09:42:00,0,1,La Crescent from Downtown (Outbound),,
Rt10AMTrp5,09:45:00,09:45:00,424,2,La Crescent from Downtown (Outbound),,
Rt10AMTrp5,09:55:00,09:55:00,426,3,La Crescent from Downtown (Outbound),,
Rt10AMTrp5,09:57:00,09:57:00,427,4,La Crescent from Downtown (Outbound),,
Rt10AMTrp5,10:00:00,10:00:00,428,5,La Crescent from Downtown (Outbound),,
Rt10AMTrp5,10:03:00,10:03:00,430,6,La Crescent from Downtown (Outbound),,
Rt10AMTrp5,10:05:00,10:05:00,444,7,La Crescent from Downtown (Outbound),,
Rt10AMTrp5,10:08:00,10:08:00,432,8,La Crescent from Downtown (Outbound),,
Rt10AMTrp5,10:11:00,10:11:00,433,9,La Crescent from Downtown (Outbound),,
Rt10AMTrp5,10:12:00,10:12:00,434,10,Downtown from La Crescent (Inbound),,
Rt10AMTrp5,10:17:00,10:17:00,425,11,Downtown from La Crescent (Inbound),,
Rt10AMTrp5,10:22:00,10:22:00,435,12,Downtown from La Crescent (Inbound),,
Rt10AMTrp5,10:30:00,10:30:00,0,13,Downtown from La Crescent (Inbound),,
Rt10AMTrp6,10:42:00,10:42:00,0,1,La Crescent from Downtown (Outbound),,
Rt10AMTrp6,10:45:00,10:45:00,424,2,La Crescent from Downtown (Outbound),,
Rt10AMTrp6,10:55:00,10:55:00,426,3,La Crescent from Downtown (Outbound),,
Rt10AMTrp6,10:57:00,10:57:00,427,4,La Crescent from Downtown (Outbound),,
Rt10AMTrp6,11:00:00,11:00:00,428,5,La Crescent from Downtown (Outbound),,
Rt10AMTrp6,11:03:00,11:03:00,430,6,La Crescent from Downtown (Outbound),,
Rt10AMTrp6,11:05:00,11:05:00,444,7,La Crescent from Downtown (Outbound),,
Rt10AMTrp6,11:08:00,11:08:00,432,8,La Crescent from Downtown (Outbound),,
Rt10AMTrp6,11:11:00,11:11:00,433,9,La Crescent from Downtown (Outbound),,
Rt10AMTrp6,11:12:00,11:12:00,434,10,Downtown from La Crescent (Inbound),,
Rt10AMTrp6,11:17:00,11:17:00,425,11,Downtown from La Crescent (Inbound),,
Rt10AMTrp6,11:22:00,11:22:00,435,12,Downtown from La Crescent (Inbound),,
Rt10AMTrp6,11:30:00,11:30:00,0,13,Downtown from La Crescent (Inbound),,
Rt10AMTrp7,11:42:00,11:42:00,0,1,La Crescent from Downtown (Outbound),,
Rt10AMTrp7,11:45:00,11:45:00,424,2,La Crescent from Downtown (Outbound),,
Rt10AMTrp7,11:55:00,11:55:00,426,3,La Crescent from Downtown (Outbound),,
Rt10AMTrp7,11:57:00,11:57:00,427,4,La Crescent from Downtown (Outbound),,
Rt10AMTrp7,12:00:00,12:00:00,428,5,La Crescent from Downtown (Outbound),,
Rt10AMTrp7,12:03:00,12:03:00,430,6,La Crescent from Downtown (Outbound),,
Rt10AMTrp7,12:05:00,12:05:00,444,7,La Crescent from Downtown (Outbound),,
Rt10AMTrp7,12:08:00,12:08:00,432,8,La Crescent from Downtown (Outbound),,
Rt10AMTrp7,12:11:00,12:11:00,433,9,La Crescent from Downtown (Outbound),,
Rt10AMTrp7,12:12:00,12:12:00,434,10,Downtown from La Crescent (Inbound),,
Rt10AMTrp7,12:17:00,12:17:00,425,11,Downtown from La Crescent (Inbound),,
Rt10AMTrp7,12:22:00,12:22:00,435,12,Downtown from La Crescent (Inbound),,
Rt10AMTrp7,12:30:00,12:30:00,0,13,Downtown from La Crescent (Inbound),,
Rt10PMTrp1,13:12:00,13:12:00,0,1,La Crescent from Downtown (Outbound),,
Rt10PMTrp1,13:15:00,13:15:00,424,2,La Crescent from Downtown (Outbound),,
Rt10PMTrp1,13:22:00,13:22:00,425,3,La Crescent from Downtown (Outbound),,
Rt10PMTrp1,13:24:00,13:24:00,434,4,La Crescent from Downtown (Outbound),,
Rt10PMTrp1,13:25:00,13:25:00,440,5,La Crescent from Downtown (Outbound),,
Rt10PMTrp1,13:28:00,13:28:00,445,6,La Crescent from Downtown (Outbound),,
Rt10PMTrp1,13:31:00,13:31:00,431,7,La Crescent from Downtown (Outbound),,
Rt10PMTrp1,13:33:00,13:33:00,443,8,La Crescent from Downtown (Outbound),,
Rt10PMTrp1,13:36:00,13:36:00,429,9,La Crescent from Downtown (Outbound),,
Rt10PMTrp1,13:39:00,13:39:00,442,10,La Crescent from Downtown (Outbound),,
Rt10PMTrp1,13:41:00,13:41:00,441,11,La Crescent from Downtown (Outbound),,
Rt10PMTrp1,13:43:00,13:43:00,434,12,Downtown from La Crescent (Inbound),,
Rt10PMTrp1,13:53:00,13:53:00,435,13,Downtown from La Crescent (Inbound),,
Rt10PMTrp1,14:00:00,14:00:00,0,14,Downtown from La Crescent (Inbound),,
Rt10PMTrp2,14:12:00,14:12:00,0,1,La Crescent from Downtown (Outbound),,
Rt10PMTrp2,14:15:00,14:15:00,424,2,La Crescent from Downtown (Outbound),,
Rt10PMTrp2,14:22:00,14:22:00,425,3,La Crescent from Downtown (Outbound),,
Rt10PMTrp2,14:24:00,14:24:00,434,4,La Crescent from Downtown (Outbound),,
Rt10PMTrp2,14:25:00,14:25:00,440,5,La Crescent from Downtown (Outbound),,
Rt10PMTrp2,14:28:00,14:28:00,445,6,La Crescent from Downtown (Outbound),,
Rt10PMTrp2,14:31:00,14:31:00,431,7,La Crescent from Downtown (Outbound),,
Rt10PMTrp2,14:33:00,14:33:00,443,8,La Crescent from Downtown (Outbound),,
Rt10PMTrp2,14:36:00,14:36:00,429,9,La Crescent from Downtown (Outbound),,
Rt10PMTrp2,14:39:00,14:39:00,442,10,La Crescent from Downtown (Outbound),,
Rt10PMTrp2,14:41:00,14:41:00,441,11,La Crescent from Downtown (Outbound),,
Rt10PMTrp2,14:43:00,14:43:00,434,12,Downtown from La Crescent (Inbound),,
Rt10PMTrp2,14:53:00,14:53:00,435,13,Downtown from La Crescent (Inbound),,
Rt10PMTrp2,15:00:00,15:00:00,0,14,Downtown from La Crescent (Inbound),,
Rt10PMTrp3,15:12:00,15:12:00,0,1,La Crescent from Downtown (Outbound),,
Rt10PMTrp3,15:15:00,15:15:00,424,2,La Crescent from Downtown (Outbound),,
Rt10PMTrp3,15:22:00,15:22:00,425,3,La Crescent from Downtown (Outbound),,
Rt10PMTrp3,15:24:00,15:24:00,434,4,La Crescent from Downtown (Outbound),,
Rt10PMTrp3,15:25:00,15:25:00,440,5,La Crescent from Downtown (Outbound),,
Rt10PMTrp3,15:28:00,15:28:00,445,6,La Crescent from Downtown (Outbound),,
Rt10PMTrp3,15:31:00,15:31:00,431,7,La Crescent from Downtown (Outbound),,
Rt10PMTrp3,15:33:00,15:33:00,443,8,La Crescent from Downtown (Outbound),,
Rt10PMTrp3,15:36:00,15:36:00,429,9,La Crescent from Downtown (Outbound),,
Rt10PMTrp3,15:39:00,15:39:00,442,10,La Crescent from Downtown (Outbound),,
Rt10PMTrp3,15:41:00,15:41:00,441,11,La Crescent from Downtown (Outbound),,
Rt10PMTrp3,15:43:00,15:43:00,434,12,Downtown from La Crescent (Inbound),,
Rt10PMTrp3,15:53:00,15:53:00,435,13,Downtown from La Crescent (Inbound),,
Rt10PMTrp3,16:00:00,16:00:00,0,14,Downtown from La Crescent (Inbound),,
Rt10PMTrp4,16:12:00,16:12:00,0,1,La Crescent from Downtown (Outbound),,
Rt10PMTrp4,16:15:00,16:15:00,424,2,La Crescent from Downtown (Outbound),,
Rt10PMTrp4,16:22:00,16:22:00,425,3,La Crescent from Downtown (Outbound),,
Rt10PMTrp4,16:24:00,16:24:00,434,4,La Crescent from Downtown (Outbound),,
Rt10PMTrp4,16:25:00,16:25:00,440,5,La Crescent from Downtown (Outbound),,
Rt10PMTrp4,16:28:00,16:28:00,445,6,La Crescent from Downtown (Outbound),,
Rt10PMTrp4,16:31:00,16:31:00,431,7,La Crescent from Downtown (Outbound),,
Rt10PMTrp4,16:33:00,16:33:00,443,8,La Crescent from Downtown (Outbound),,
Rt10PMTrp4,16:36:00,16:36:00,429,9,La Crescent from Downtown (Outbound),,
Rt10PMTrp4,16:39:00,16:39:00,442,10,La Crescent from Downtown (Outbound),,
Rt10PMTrp4,16:41:00,16:41:00,441,11,La Crescent from Downtown (Outbound),,
Rt10PMTrp4,16:43:00,16:43:00,434,12,Downtown from La Crescent (Inbound),,
Rt10PMTrp4,16:53:00,16:53:00,435,13,Downtown from La Crescent (Inbound),,
Rt10PMTrp4,17:00:00,17:00:00,0,14,Downtown from La Crescent (Inbound),,
Rt10PMTrp5,17:12:00,17:12:00,0,1,La Crescent from Downtown (Outbound),,
Rt10PMTrp5,17:15:00,17:15:00,424,2,La Crescent from Downtown (Outbound),,
Rt10PMTrp5,17:22:00,17:22:00,425,3,La Crescent from Downtown (Outbound),,
Rt10PMTrp5,17:24:00,17:24:00,434,4,La Crescent from Downtown (Outbound),,
Rt10PMTrp5,17:25:00,17:25:00,440,5,La Crescent from Downtown (Outbound),,
Rt10PMTrp5,17:28:00,17:28:00,445,6,La Crescent from Downtown (Outbound),,
Rt10PMTrp5,17:31:00,17:31:00,431,7,La Crescent from Downtown (Outbound),,
Rt10PMTrp5,17:33:00,17:33:00,443,8,La Crescent from Downtown (Outbound),,
Rt10PMTrp5,17:36:00,17:36:00,429,9,La Crescent from Downtown (Outbound),,
Rt10PMTrp5,17:39:00,17:39:00,442,10,La Crescent from Downtown (Outbound),,
Rt10PMTrp5,17:41:00,17:41:00,441,11,La Crescent from Downtown (Outbound),,
Rt10PMTrp5,17:43:00,17:43:00,434,12,Downtown from La Crescent (Inbound),,
Rt10PMTrp5,17:53:00,17:53:00,435,13,Downtown from La Crescent (Inbound),,
Rt10PMTrp5,18:00:00,18:00:00,0,14,Downtown from La Crescent (Inbound),,
Rt10PMTrp6,18:12:00,18:12:00,0,1,La Crescent from Downtown (Outbound),,
Rt10PMTrp6,18:15:00,18:15:00,424,2,La Crescent from Downtown (Outbound),,
Rt10PMTrp6,18:22:00,18:22:00,425,3,La Crescent from Downtown (Outbound),,
Rt10PMTrp6,18:24:00,18:24:00,434,4,La Crescent from Downtown (Outbound),,
Rt10PMTrp6,18:25:00,18:25:00,440,5,La Crescent from Downtown (Outbound),,
Rt10PMTrp6,18:28:00,18:28:00,445,6,La Crescent from Downtown (Outbound),,
Rt10PMTrp6,18:31:00,18:31:00,431,7,La Crescent from Downtown (Outbound),,
Rt10PMTrp6,18:33:00,18:33:00,443,8,La Crescent from Downtown (Outbound),,
Rt10PMTrp6,18:36:00,18:36:00,429,9,La Crescent from Downtown (Outbound),,
Rt10PMTrp6,18:39:00,18:39:00,442,10,La Crescent from Downtown (Outbound),,
Rt10PMTrp6,18:41:00,18:41:00,441,11,La Crescent from Downtown (Outbound),,
Rt10PMTrp6,18:43:00,18:43:00,434,12,Downtown from La Crescent (Inbound),,
Rt10PMTrp6,18:53:00,18:53:00,435,13,Downtown from La Crescent (Inbound),,
Rt10PMTrp6,19:00:00,19:00:00,0,14,Downtown from La Crescent (Inbound),,
Rt1Trp1,05:12:00,05:12:00,0,1,South from Downtown (Outbound),,
Rt1Trp1,05:13:00,05:13:00,2,2,South from Downtown (Outbound),,
Rt1Trp1,05:13:40,05:13:40,3,3,South from Downtown (Outbound),,
Rt1Trp1,05:14:00,05:14:00,4,4,South from Downtown (Outbound),,
Rt1Trp1,05:14:20,05:14:20,5,05,South from Downtown (Outbound),,
Rt1Trp1,05:14:40,05:14:40,6,06,South from Downtown (Outbound),,
Rt1Trp1,05:15:00,05:15:00,7,07,South from Downtown (Outbound),,
Rt1Trp1,05:17:00,05:17:00,8,08,South from Downtown (Outbound),,
Rt1Trp1,05:17:20,05:17:20,9,09,South from Downtown (Outbound),,
Rt1Trp1,05:17:40,05:17:40,10,10,South from Downtown (Outbound),,
Rt1Trp1,05:18:00,05:18:00,11,11,South from Downtown (Outbound),,
Rt1Trp1,05:18:20,05:18:20,12,12,South from Downtown (Outbound),,
Rt1Trp1,05:18:40,05:18:40,13,13,South from Downtown (Outbound),,
Rt1Trp1,05:19:00,05:19:00,14,14,South from Downtown (Outbound),,
Rt1Trp1,05:25:00,05:25:00,439,15,South from Downtown (Outbound),,
Rt1Trp1,05:26:00,05:26:00,20,16,South from Downtown (Outbound),,
Rt1Trp1,05:26:20,05:26:20,21,17,South from Downtown (Outbound),,
Rt1Trp1,05:26:40,05:26:40,22,18,South from Downtown (Outbound),,
Rt1Trp1,05:27:00,05:27:00,23,19,South from Downtown (Outbound),,
Rt1Trp1,05:27:20,05:27:20,24,20,South from Downtown (Outbound),,
Rt1Trp1,05:27:40,05:27:40,25,21,South from Downtown (Outbound),,
Rt1Trp1,05:28:00,05:28:00,26,22,South from Downtown (Outbound),,
Rt1Trp1,05:29:00,05:29:00,27,23,South from Downtown (Outbound),,
Rt1Trp1,05:29:20,05:29:20,28,24,South from Downtown (Outbound),,
Rt1Trp1,05:29:40,05:29:40,29,25,South from Downtown (Outbound),,
Rt1Trp1,05:30:00,05:30:00,30,26,South from Downtown (Outbound),,
Rt1Trp1,05:30:20,05:30:20,31,27,South from Downtown (Outbound),,
Rt1Trp1,05:30:40,05:30:40,32,28,South from Downtown (Outbound),,
Rt1Trp1,05:31:00,05:31:00,33,29,South from Downtown (Outbound),,
Rt1Trp1,05:31:20,05:31:20,34,30,South from Downtown (Outbound),,
Rt1Trp1,05:31:40,05:31:40,35,31,South from Downtown (Outbound),,
Rt1Trp1,05:32:00,05:32:00,36,32,South from Downtown (Outbound),,
Rt1Trp1,05:32:20,05:32:20,37,33,South from Downtown (Outbound),,
Rt1Trp1,05:35:00,05:35:00,38,34,South from Downtown (Outbound),,
Rt1Trp1,05:35:45,05:35:45,40,36,South from Downtown (Outbound),,
Rt1Trp1,05:36:45,05:36:45,130,40,South from Downtown (Outbound),,
Rt1Trp1,05:37:00,05:37:00,129,42,North to Downtown (Inbound),,
Rt1Trp1,05:38:00,05:38:00,44,43,North to Downtown (Inbound),,
Rt1Trp1,05:39:00,05:39:00,46,45,North to Downtown (Inbound),,
Rt1Trp1,05:45:00,05:45:00,47,46,North to Downtown (Inbound),,
Rt1Trp1,05:45:40,05:45:40,48,47,North to Downtown (Inbound),,
Rt1Trp1,05:46:00,05:46:00,49,48,North to Downtown (Inbound),,
Rt1Trp1,05:46:40,05:46:40,050,49,North to Downtown (Inbound),,
Rt1Trp1,05:47:00,05:47:00,051,050,North to Downtown (Inbound),,
Rt1Trp1,05:47:20,05:47:20,052,051,North to Downtown (Inbound),,
Rt1Trp1,05:47:40,05:47:40,053,052,North to Downtown (Inbound),,
Rt1Trp1,05:48:00,05:48:00,054,053,North to Downtown (Inbound),,
Rt1Trp1,05:48:20,05:48:20,055,054,North to Downtown (Inbound),,
Rt1Trp1,05:50:00,05:50:00,056,055,North to Downtown (Inbound),,
Rt1Trp1,05:50:40,05:50:40,057,056,North to Downtown (Inbound),,
Rt1Trp1,05:51:00,05:51:00,058,057,North to Downtown (Inbound),,
Rt1Trp1,05:51:20,05:51:20,059,058,North to Downtown (Inbound),,
Rt1Trp1,05:51:40,05:51:40,060,059,North to Downtown (Inbound),,
Rt1Trp1,05:52:00,05:52:00,061,060,North to Downtown (Inbound),,
Rt1Trp1,05:52:20,05:52:20,062,061,North to Downtown (Inbound),,
Rt1Trp1,05:52:40,05:52:40,063,062,North to Downtown (Inbound),,
Rt1Trp1,05:53:00,05:53:00,064,063,North to Downtown (Inbound),,
Rt1Trp1,05:56:00,05:56:00,16,064,North to Downtown (Inbound),,
Rt1Trp1,05:57:00,05:57:00,066,065,North to Downtown (Inbound),,
Rt1Trp1,05:57:20,05:57:20,067,066,North to Downtown (Inbound),,
Rt1Trp1,05:57:40,05:57:40,068,067,North to Downtown (Inbound),,
Rt1Trp1,05:58:00,05:58:00,069,068,North to Downtown (Inbound),,
Rt1Trp1,05:58:20,05:58:20,070,069,North to Downtown (Inbound),,
Rt1Trp1,06:02:00,06:02:00,071,070,North to Downtown (Inbound),,
Rt1Trp1,06:02:20,06:02:20,072,071,North to Downtown (Inbound),,
Rt1Trp1,06:02:40,06:02:40,073,072,North to Downtown (Inbound),,
Rt1Trp1,06:03:00,06:03:00,074,073,North to Downtown (Inbound),,
Rt1Trp1,06:03:20,06:03:20,075,074,North to Downtown (Inbound),,
Rt1Trp1,06:03:40,06:03:40,076,075,North to Downtown (Inbound),,
Rt1Trp1,06:04:00,06:04:00,077,076,North to Downtown (Inbound),,
Rt1Trp1,06:10:00,06:10:00,0,077,North to Downtown (Inbound),,
Rt1Trp10,09:42:00,09:42:00,0,1,South from Downtown (Outbound),,
Rt1Trp10,09:43:00,09:43:00,2,2,South from Downtown (Outbound),,
Rt1Trp10,09:43:40,09:43:40,3,3,South from Downtown (Outbound),,
Rt1Trp10,09:44:00,09:44:00,4,4,South from Downtown (Outbound),,
Rt1Trp10,09:44:20,09:44:20,5,05,South from Downtown (Outbound),,
Rt1Trp10,09:44:40,09:44:40,6,06,South from Downtown (Outbound),,
Rt1Trp10,09:45:00,09:45:00,7,07,South from Downtown (Outbound),,
Rt1Trp10,09:47:00,09:47:00,8,08,South from Downtown (Outbound),,
Rt1Trp10,09:47:20,09:47:20,9,09,South from Downtown (Outbound),,
Rt1Trp10,09:47:40,09:47:40,10,10,South from Downtown (Outbound),,
Rt1Trp10,09:48:00,09:48:00,11,11,South from Downtown (Outbound),,
Rt1Trp10,09:48:20,09:48:20,12,12,South from Downtown (Outbound),,
Rt1Trp10,09:48:40,09:48:40,13,13,South from Downtown (Outbound),,
Rt1Trp10,09:49:00,09:49:00,14,14,South from Downtown (Outbound),,
Rt1Trp10,09:55:00,09:55:00,439,15,South from Downtown (Outbound),,
Rt1Trp10,09:56:00,09:56:00,20,16,South from Downtown (Outbound),,
Rt1Trp10,09:56:20,09:56:20,21,17,South from Downtown (Outbound),,
Rt1Trp10,09:56:40,09:56:40,22,18,South from Downtown (Outbound),,
Rt1Trp10,09:57:00,09:57:00,23,19,South from Downtown (Outbound),,
Rt1Trp10,09:57:20,09:57:20,24,20,South from Downtown (Outbound),,
Rt1Trp10,09:57:40,09:57:40,25,21,South from Downtown (Outbound),,
Rt1Trp10,09:58:00,09:58:00,26,22,South from Downtown (Outbound),,
Rt1Trp10,09:59:00,09:59:00,27,23,South from Downtown (Outbound),,
Rt1Trp10,09:59:20,09:59:20,28,24,South from Downtown (Outbound),,
Rt1Trp10,09:59:40,09:59:40,29,25,South from Downtown (Outbound),,
Rt1Trp10,10:00:00,10:00:00,30,26,South from Downtown (Outbound),,
Rt1Trp10,10:00:20,10:00:20,31,27,South from Downtown (Outbound),,
Rt1Trp10,10:00:40,10:00:40,32,28,South from Downtown (Outbound),,
Rt1Trp10,10:01:00,10:01:00,33,29,South from Downtown (Outbound),,
Rt1Trp10,10:01:20,10:01:20,34,30,South from Downtown (Outbound),,
Rt1Trp10,10:01:40,10:01:40,35,31,South from Downtown (Outbound),,
Rt1Trp10,10:02:00,10:02:00,36,32,South from Downtown (Outbound),,
Rt1Trp10,10:02:20,10:02:20,37,33,South from Downtown (Outbound),,
Rt1Trp10,10:05:00,10:05:00,38,34,South from Downtown (Outbound),,
Rt1Trp10,10:05:45,10:05:45,40,36,South from Downtown (Outbound),,
Rt1Trp10,10:06:45,10:06:45,130,40,South from Downtown (Outbound),,
Rt1Trp10,10:07:00,10:07:00,129,42,North to Downtown (Inbound),,
Rt1Trp10,10:08:00,10:08:00,44,43,North to Downtown (Inbound),,
Rt1Trp10,10:09:00,10:09:00,46,45,North to Downtown (Inbound),,
Rt1Trp10,10:15:00,10:15:00,47,46,North to Downtown (Inbound),,
Rt1Trp10,10:15:40,10:15:40,48,47,North to Downtown (Inbound),,
Rt1Trp10,10:16:00,10:16:00,49,48,North to Downtown (Inbound),,
Rt1Trp10,10:16:40,10:16:40,050,49,North to Downtown (Inbound),,
Rt1Trp10,10:17:00,10:17:00,051,050,North to Downtown (Inbound),,
Rt1Trp10,10:17:20,10:17:20,052,051,North to Downtown (Inbound),,
Rt1Trp10,10:17:40,10:17:40,053,052,North to Downtown (Inbound),,
Rt1Trp10,10:18:00,10:18:00,054,053,North to Downtown (Inbound),,
Rt1Trp10,10:18:20,10:18:20,055,054,North to Downtown (Inbound),,
Rt1Trp10,10:20:00,10:20:00,056,055,North to Downtown (Inbound),,
Rt1Trp10,10:20:40,10:20:40,057,056,North to Downtown (Inbound),,
Rt1Trp10,10:21:00,10:21:00,058,057,North to Downtown (Inbound),,
Rt1Trp10,10:21:20,10:21:20,059,058,North to Downtown (Inbound),,
Rt1Trp10,10:21:40,10:21:40,060,059,North to Downtown (Inbound),,
Rt1Trp10,10:22:00,10:22:00,061,060,North to Downtown (Inbound),,
Rt1Trp10,10:22:20,10:22:20,062,061,North to Downtown (Inbound),,
Rt1Trp10,10:22:40,10:22:40,063,062,North to Downtown (Inbound),,
Rt1Trp10,10:23:00,10:23:00,064,063,North to Downtown (Inbound),,
Rt1Trp10,10:26:00,10:26:00,16,064,North to Downtown (Inbound),,
Rt1Trp10,10:27:00,10:27:00,066,065,North to Downtown (Inbound),,
Rt1Trp10,10:27:20,10:27:20,067,066,North to Downtown (Inbound),,
Rt1Trp10,10:27:40,10:27:40,068,067,North to Downtown (Inbound),,
Rt1Trp10,10:28:00,10:28:00,069,068,North to Downtown (Inbound),,
Rt1Trp10,10:28:20,10:28:20,070,069,North to Downtown (Inbound),,
Rt1Trp10,10:32:00,10:32:00,071,070,North to Downtown (Inbound),,
Rt1Trp10,10:32:20,10:32:20,072,071,North to Downtown (Inbound),,
Rt1Trp10,10:32:40,10:32:40,073,072,North to Downtown (Inbound),,
Rt1Trp10,10:33:00,10:33:00,074,073,North to Downtown (Inbound),,
Rt1Trp10,10:33:20,10:33:20,075,074,North to Downtown (Inbound),,
Rt1Trp10,10:33:40,10:33:40,076,075,North to Downtown (Inbound),,
Rt1Trp10,10:34:00,10:34:00,077,076,North to Downtown (Inbound),,
Rt1Trp10,10:40:00,10:40:00,0,077,North to Downtown (Inbound),,
Rt1Trp11,10:12:00,10:12:00,0,1,South from Downtown (Outbound),,
Rt1Trp11,10:13:00,10:13:00,2,2,South from Downtown (Outbound),,
Rt1Trp11,10:13:40,10:13:40,3,3,South from Downtown (Outbound),,
Rt1Trp11,10:14:00,10:14:00,4,4,South from Downtown (Outbound),,
Rt1Trp11,10:14:20,10:14:20,5,05,South from Downtown (Outbound),,
Rt1Trp11,10:14:40,10:14:40,6,06,South from Downtown (Outbound),,
Rt1Trp11,10:15:00,10:15:00,7,07,South from Downtown (Outbound),,
Rt1Trp11,10:17:00,10:17:00,8,08,South from Downtown (Outbound),,
Rt1Trp11,10:17:20,10:17:20,9,09,South from Downtown (Outbound),,
Rt1Trp11,10:17:40,10:17:40,10,10,South from Downtown (Outbound),,
Rt1Trp11,10:18:00,10:18:00,11,11,South from Downtown (Outbound),,
Rt1Trp11,10:18:20,10:18:20,12,12,South from Downtown (Outbound),,
Rt1Trp11,10:18:40,10:18:40,13,13,South from Downtown (Outbound),,
